! na - neutral gas cooling by atomic emission, cooling < 0., [erg cm-3 s-1]
! nh2 - neutral gas cooling by H2 emission
! nh2o - neutral gas cooling by H2O emission
! nco - neutral gas cooling by CO emission
! noh - neutral gas cooling by OH emission
! nnh3 - neutral gas cooling by p- and o-NH3 emission
! nch3oh - neutral gas cooling by CH3OH (A-,E-) emission
! ni - neutral gas heating by neutral-ion collisions
! ne - neutral gas heating by neutral-electron collisions
! nd - neutral gas heating by neutral-dust collisions
! nch - neutral gas heating by chemical reactions
! nh2-h - neutral gas cooling by H2-H dissociation (is included in previous parameter nch)
! ph - heating by photoeffect on dust grains
! cr - heating by cosmic rays
! rlh2 - radiative energy loss by H2 molecule
! ih2 - ion fluid cooling via excitation of H2 via ion-H2 collisions
! in - ion gas component heating by neutral-ion collisions
! ie - ion gas component heating by ion-electron collisions
! ich - ion gas component heating by chemical reactions
! ea - electron component cooling by atomic emission
! eh2 - electron component cooling by H2 emission
! eh2o - electron component cooling by H2O emission
! en - electron component heating by neutral-electron collisions
! ei - electron component heating by ion-electron collisions
! ech - electron component heating by chemical reactions
!1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          
!t(yr)/z(cm) na          nh2         nh2o        nco         noh         nnh3        nch3oh      ni          ne          nd          nch         nh2-h       ph          cr          rlh2        ih2         in          ie          ich         ea          eh2         eh2o        en          ei          ech         
1.07461e+06  -1.541e-26  3.403e-26   -4.127e-26  -7.566e-25  0.000e+00   0.000e+00   0.000e+00   1.843e-25   8.580e-28   -3.381e-25  7.551e-25   -3.687e-121 1.032e-26   3.084e-25   4.724e-25   0.000e+00   -1.843e-25  -6.105e-28  1.849e-25   -6.939e-32  2.981e-31   -3.938e-30  -8.580e-28  6.105e-28   2.847e-28   
1.15478e+06  -1.178e-26  3.402e-26   -4.059e-26  -6.505e-25  0.000e+00   0.000e+00   0.000e+00   1.857e-25   8.701e-28   -4.464e-25  7.476e-25   -3.724e-121 1.032e-26   3.084e-25   4.724e-25   0.000e+00   -1.857e-25  -6.219e-28  1.863e-25   -5.366e-32  3.026e-31   -3.903e-30  -8.701e-28  6.219e-28   2.863e-28   
1.24094e+06  -9.000e-27  3.401e-26   -4.038e-26  -5.492e-25  0.000e+00   0.000e+00   0.000e+00   1.867e-25   8.799e-28   -5.574e-25  7.419e-25   -3.756e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.867e-25  -6.309e-28  1.874e-25   -4.166e-32  3.062e-31   -3.902e-30  -8.799e-28  6.309e-28   2.880e-28   
1.33352e+06  -7.016e-27  3.401e-26   -4.049e-26  -4.618e-25  0.000e+00   0.000e+00   0.000e+00   1.874e-25   8.876e-28   -6.632e-25  7.375e-25   -3.784e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.874e-25  -6.379e-28  1.881e-25   -3.308e-32  3.092e-31   -3.925e-30  -8.876e-28  6.379e-28   2.894e-28   
1.43301e+06  -5.675e-27  3.400e-26   -4.075e-26  -3.937e-25  0.000e+00   0.000e+00   0.000e+00   1.879e-25   8.935e-28   -7.549e-25  7.341e-25   -3.807e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.879e-25  -6.431e-28  1.886e-25   -2.728e-32  3.116e-31   -3.958e-30  -8.935e-28  6.431e-28   2.907e-28   
1.53993e+06  -4.818e-27  3.400e-26   -4.100e-26  -3.448e-25  0.000e+00   0.000e+00   0.000e+00   1.883e-25   8.976e-28   -8.269e-25  7.315e-25   -3.825e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.883e-25  -6.468e-28  1.890e-25   -2.352e-32  3.135e-31   -3.989e-30  -8.976e-28  6.468e-28   2.917e-28   
1.65482e+06  -4.278e-27  3.399e-26   -4.118e-26  -3.112e-25  0.000e+00   0.000e+00   0.000e+00   1.885e-25   9.005e-28   -8.788e-25  7.296e-25   -3.837e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.885e-25  -6.493e-28  1.892e-25   -2.109e-32  3.148e-31   -4.012e-30  -9.005e-28  6.493e-28   2.923e-28   
1.77828e+06  -3.931e-27  3.399e-26   -4.128e-26  -2.879e-25  0.000e+00   0.000e+00   0.000e+00   1.887e-25   9.024e-28   -9.144e-25  7.281e-25   -3.846e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.887e-25  -6.510e-28  1.894e-25   -1.947e-32  3.158e-31   -4.026e-30  -9.024e-28  6.510e-28   2.928e-28   
1.91095e+06  -3.688e-27  3.399e-26   -4.132e-26  -2.701e-25  0.000e+00   0.000e+00   0.000e+00   1.888e-25   9.038e-28   -9.391e-25  7.270e-25   -3.852e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.888e-25  -6.522e-28  1.895e-25   -1.828e-32  3.165e-31   -4.033e-30  -9.038e-28  6.522e-28   2.932e-28   
2.05353e+06  -3.495e-27  3.399e-26   -4.133e-26  -2.548e-25  0.000e+00   0.000e+00   0.000e+00   1.889e-25   9.048e-28   -9.576e-25  7.260e-25   -3.857e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.889e-25  -6.531e-28  1.895e-25   -1.728e-32  3.171e-31   -4.036e-30  -9.048e-28  6.531e-28   2.934e-28   
2.20673e+06  -3.320e-27  3.399e-26   -4.131e-26  -2.402e-25  0.000e+00   0.000e+00   0.000e+00   1.889e-25   9.057e-28   -9.734e-25  7.252e-25   -3.861e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.889e-25  -6.539e-28  1.896e-25   -1.634e-32  3.176e-31   -4.037e-30  -9.057e-28  6.539e-28   2.936e-28   
2.37137e+06  -3.146e-27  3.398e-26   -4.130e-26  -2.250e-25  0.000e+00   0.000e+00   0.000e+00   1.890e-25   9.066e-28   -9.886e-25  7.245e-25   -3.865e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.890e-25  -6.547e-28  1.897e-25   -1.537e-32  3.180e-31   -4.037e-30  -9.066e-28  6.547e-28   2.938e-28   
2.54830e+06  -2.965e-27  3.398e-26   -4.128e-26  -2.088e-25  0.000e+00   0.000e+00   0.000e+00   1.891e-25   9.075e-28   -1.004e-24  7.237e-25   -3.869e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.891e-25  -6.555e-28  1.897e-25   -1.434e-32  3.185e-31   -4.038e-30  -9.075e-28  6.555e-28   2.940e-28   
2.73842e+06  -2.771e-27  3.398e-26   -4.127e-26  -1.908e-25  0.000e+00   0.000e+00   0.000e+00   1.891e-25   9.085e-28   -1.022e-24  7.229e-25   -3.873e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.891e-25  -6.564e-28  1.898e-25   -1.323e-32  3.190e-31   -4.039e-30  -9.085e-28  6.564e-28   2.943e-28   
2.94273e+06  -2.489e-27  3.398e-26   -4.189e-26  -1.610e-25  0.000e+00   0.000e+00   0.000e+00   1.892e-25   9.097e-28   -1.043e-24  7.219e-25   -3.880e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.892e-25  -6.575e-28  1.899e-25   -1.144e-32  3.196e-31   -4.102e-30  -9.097e-28  6.575e-28   2.946e-28   
3.16228e+06  -2.211e-27  3.398e-26   -4.196e-26  -1.371e-25  0.000e+00   0.000e+00   0.000e+00   1.893e-25   9.112e-28   -1.073e-24  7.206e-25   -3.888e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.893e-25  -6.588e-28  1.900e-25   -1.000e-32  3.204e-31   -4.113e-30  -9.112e-28  6.588e-28   2.950e-28   
3.39821e+06  -2.126e-27  3.398e-26   -4.183e-26  -1.300e-25  0.000e+00   0.000e+00   0.000e+00   1.894e-25   9.119e-28   -1.086e-24  7.197e-25   -3.890e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.894e-25  -6.594e-28  1.901e-25   -9.603e-33  3.210e-31   -4.103e-30  -9.119e-28  6.594e-28   2.951e-28   
3.65174e+06  -2.096e-27  3.398e-26   -4.161e-26  -1.272e-25  0.000e+00   0.000e+00   0.000e+00   1.894e-25   9.122e-28   -1.090e-24  7.189e-25   -3.892e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.894e-25  -6.598e-28  1.901e-25   -9.466e-33  3.214e-31   -4.085e-30  -9.122e-28  6.598e-28   2.952e-28   
3.92419e+06  -2.079e-27  3.398e-26   -4.136e-26  -1.254e-25  0.000e+00   0.000e+00   0.000e+00   1.894e-25   9.125e-28   -1.092e-24  7.182e-25   -3.892e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.894e-25  -6.600e-28  1.901e-25   -9.390e-33  3.217e-31   -4.065e-30  -9.125e-28  6.600e-28   2.952e-28   
4.21697e+06  -2.062e-27  3.398e-26   -4.112e-26  -1.237e-25  0.000e+00   0.000e+00   0.000e+00   1.894e-25   9.127e-28   -1.093e-24  7.174e-25   -3.892e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.894e-25  -6.602e-28  1.901e-25   -9.313e-33  3.221e-31   -4.045e-30  -9.127e-28  6.602e-28   2.953e-28   
4.53158e+06  -2.020e-27  3.398e-26   -4.115e-26  -1.204e-25  0.000e+00   0.000e+00   0.000e+00   1.895e-25   9.129e-28   -1.095e-24  7.169e-25   -3.893e-121 1.033e-26   3.084e-25   4.722e-25   0.000e+00   -1.895e-25  -6.605e-28  1.902e-25   -9.103e-33  3.224e-31   -4.051e-30  -9.129e-28  6.605e-28   2.953e-28   
4.86968e+06  -2.925e-26  3.402e-26   -1.826e-26  -7.828e-25  0.000e+00   0.000e+00   0.000e+00   1.862e-25   8.821e-28   -4.759e-25  6.717e-25   -3.721e-121 1.033e-26   3.084e-25   4.723e-25   0.000e+00   -1.862e-25  -6.364e-28  1.869e-25   -1.559e-31  3.430e-31   -1.952e-30  -8.821e-28  6.364e-28   2.877e-28   
5.23299e+06  -3.579e-26  3.403e-26   -1.564e-26  -8.114e-25  0.000e+00   0.000e+00   0.000e+00   1.852e-25   8.729e-28   -3.484e-25  6.624e-25   -3.691e-121 1.033e-26   3.083e-25   4.724e-25   0.000e+00   -1.852e-25  -6.286e-28  1.859e-25   -1.814e-31  3.459e-31   -1.695e-30  -8.729e-28  6.286e-28   2.861e-28   
5.62341e+06  -3.648e-26  3.403e-26   -1.572e-26  -8.189e-25  0.000e+00   0.000e+00   0.000e+00   1.850e-25   8.709e-28   -3.316e-25  6.624e-25   -3.687e-121 1.032e-26   3.083e-25   4.724e-25   0.000e+00   -1.850e-25  -6.268e-28  1.856e-25   -1.843e-31  3.452e-31   -1.701e-30  -8.709e-28  6.268e-28   2.858e-28   
6.04296e+06  -3.652e-26  3.403e-26   -1.582e-26  -8.209e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.706e-28   -3.280e-25  6.623e-25   -3.687e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.265e-28  1.856e-25   -1.847e-31  3.448e-31   -1.711e-30  -8.706e-28  6.265e-28   2.858e-28   
6.49382e+06  -3.643e-26  3.403e-26   -1.588e-26  -8.212e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.708e-28   -3.270e-25  6.619e-25   -3.687e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.267e-28  1.855e-25   -1.847e-31  3.446e-31   -1.717e-30  -8.708e-28  6.267e-28   2.858e-28   
6.97831e+06  -3.631e-26  3.403e-26   -1.593e-26  -8.211e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.710e-28   -3.267e-25  6.615e-25   -3.688e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.269e-28  1.855e-25   -1.845e-31  3.445e-31   -1.722e-30  -8.710e-28  6.269e-28   2.858e-28   
7.49894e+06  -3.618e-26  3.403e-26   -1.598e-26  -8.207e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.712e-28   -3.266e-25  6.610e-25   -3.689e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.272e-28  1.855e-25   -1.843e-31  3.444e-31   -1.727e-30  -8.712e-28  6.272e-28   2.858e-28   
8.05842e+06  -3.604e-26  3.403e-26   -1.602e-26  -8.201e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.715e-28   -3.267e-25  6.605e-25   -3.689e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.274e-28  1.855e-25   -1.841e-31  3.443e-31   -1.730e-30  -8.715e-28  6.274e-28   2.858e-28   
8.65964e+06  -3.590e-26  3.403e-26   -1.605e-26  -8.194e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.718e-28   -3.270e-25  6.600e-25   -3.690e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.277e-28  1.855e-25   -1.838e-31  3.442e-31   -1.733e-30  -8.718e-28  6.277e-28   2.859e-28   
9.30572e+06  -3.575e-26  3.403e-26   -1.607e-26  -8.183e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.722e-28   -3.275e-25  6.594e-25   -3.691e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.281e-28  1.855e-25   -1.834e-31  3.442e-31   -1.736e-30  -8.722e-28  6.281e-28   2.859e-28   
1.00000e+07  -3.560e-26  3.403e-26   -1.608e-26  -8.171e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.725e-28   -3.283e-25  6.587e-25   -3.692e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.284e-28  1.856e-25   -1.830e-31  3.442e-31   -1.737e-30  -8.725e-28  6.284e-28   2.859e-28   
1.07461e+07  -3.544e-26  3.403e-26   -1.608e-26  -8.155e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.729e-28   -3.294e-25  6.581e-25   -3.694e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.288e-28  1.856e-25   -1.826e-31  3.442e-31   -1.737e-30  -8.729e-28  6.288e-28   2.859e-28   
1.15478e+07  -3.527e-26  3.402e-26   -1.607e-26  -8.135e-25  0.000e+00   0.000e+00   0.000e+00   1.849e-25   8.733e-28   -3.308e-25  6.574e-25   -3.695e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.849e-25  -6.292e-28  1.856e-25   -1.821e-31  3.443e-31   -1.736e-30  -8.733e-28  6.292e-28   2.860e-28   
1.24094e+07  -3.509e-26  3.402e-26   -1.604e-26  -8.112e-25  0.000e+00   0.000e+00   0.000e+00   1.850e-25   8.738e-28   -3.326e-25  6.566e-25   -3.696e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.850e-25  -6.297e-28  1.857e-25   -1.814e-31  3.444e-31   -1.734e-30  -8.738e-28  6.297e-28   2.860e-28   
1.33352e+07  -3.490e-26  3.402e-26   -1.600e-26  -8.084e-25  0.000e+00   0.000e+00   0.000e+00   1.850e-25   8.743e-28   -3.347e-25  6.558e-25   -3.698e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.850e-25  -6.302e-28  1.857e-25   -1.807e-31  3.446e-31   -1.731e-30  -8.743e-28  6.302e-28   2.861e-28   
1.43301e+07  -3.470e-26  3.402e-26   -1.595e-26  -8.052e-25  0.000e+00   0.000e+00   0.000e+00   1.851e-25   8.748e-28   -3.373e-25  6.549e-25   -3.699e-121 1.032e-26   3.083e-25   4.723e-25   0.000e+00   -1.851e-25  -6.307e-28  1.858e-25   -1.799e-31  3.448e-31   -1.725e-30  -8.748e-28  6.307e-28   2.861e-28   
1.53993e+07  -3.448e-26  3.402e-26   -1.588e-26  -8.014e-25  0.000e+00   0.000e+00   0.000e+00   1.852e-25   8.755e-28   -3.405e-25  6.539e-25   -3.701e-121 1.032e-26   3.083e-25   4.722e-25   0.000e+00   -1.852e-25  -6.314e-28  1.858e-25   -1.790e-31  3.451e-31   -1.719e-30  -8.755e-28  6.314e-28   2.862e-28   
1.65482e+07  -3.424e-26  3.402e-26   -1.579e-26  -7.968e-25  0.000e+00   0.000e+00   0.000e+00   1.852e-25   8.762e-28   -3.444e-25  6.528e-25   -3.703e-121 1.032e-26   3.083e-25   4.722e-25   0.000e+00   -1.852e-25  -6.321e-28  1.859e-25   -1.780e-31  3.454e-31   -1.710e-30  -8.762e-28  6.321e-28   2.863e-28   
1.77828e+07  -3.397e-26  3.402e-26   -1.568e-26  -7.917e-25  0.000e+00   0.000e+00   0.000e+00   1.853e-25   8.770e-28   -3.488e-25  6.517e-25   -3.706e-121 1.032e-26   3.083e-25   4.722e-25   0.000e+00   -1.853e-25  -6.329e-28  1.860e-25   -1.768e-31  3.458e-31   -1.700e-30  -8.770e-28  6.329e-28   2.864e-28   
1.91095e+07  -3.368e-26  3.402e-26   -1.556e-26  -7.857e-25  0.000e+00   0.000e+00   0.000e+00   1.855e-25   8.779e-28   -3.540e-25  6.504e-25   -3.708e-121 1.032e-26   3.083e-25   4.722e-25   0.000e+00   -1.855e-25  -6.338e-28  1.861e-25   -1.754e-31  3.462e-31   -1.688e-30  -8.779e-28  6.338e-28   2.864e-28   
2.05353e+07  -3.337e-26  3.402e-26   -1.541e-26  -7.789e-25  0.000e+00   0.000e+00   0.000e+00   1.856e-25   8.789e-28   -3.600e-25  6.491e-25   -3.711e-121 1.032e-26   3.083e-25   4.722e-25   0.000e+00   -1.856e-25  -6.348e-28  1.863e-25   -1.739e-31  3.467e-31   -1.674e-30  -8.789e-28  6.348e-28   2.866e-28   
2.20673e+07  -3.302e-26  3.401e-26   -1.524e-26  -7.712e-25  0.000e+00   0.000e+00   0.000e+00   1.857e-25   8.801e-28   -3.669e-25  6.476e-25   -3.714e-121 1.032e-26   3.082e-25   4.722e-25   0.000e+00   -1.857e-25  -6.359e-28  1.864e-25   -1.722e-31  3.474e-31   -1.658e-30  -8.801e-28  6.359e-28   2.867e-28   
2.37137e+07  -3.263e-26  3.401e-26   -1.505e-26  -7.623e-25  0.000e+00   0.000e+00   0.000e+00   1.859e-25   8.814e-28   -3.748e-25  6.459e-25   -3.718e-121 1.032e-26   3.082e-25   4.722e-25   0.000e+00   -1.859e-25  -6.372e-28  1.866e-25   -1.703e-31  3.480e-31   -1.640e-30  -8.814e-28  6.372e-28   2.868e-28   
2.54830e+07  -3.221e-26  3.401e-26   -1.484e-26  -7.522e-25  0.000e+00   0.000e+00   0.000e+00   1.861e-25   8.828e-28   -3.839e-25  6.441e-25   -3.722e-121 1.032e-26   3.082e-25   4.722e-25   0.000e+00   -1.861e-25  -6.386e-28  1.868e-25   -1.681e-31  3.488e-31   -1.619e-30  -8.828e-28  6.386e-28   2.870e-28   
2.73842e+07  -3.174e-26  3.401e-26   -1.460e-26  -7.409e-25  0.000e+00   0.000e+00   0.000e+00   1.863e-25   8.845e-28   -3.942e-25  6.422e-25   -3.726e-121 1.032e-26   3.082e-25   4.722e-25   0.000e+00   -1.863e-25  -6.402e-28  1.870e-25   -1.658e-31  3.497e-31   -1.596e-30  -8.845e-28  6.402e-28   2.872e-28   
2.94273e+07  -3.123e-26  3.401e-26   -1.433e-26  -7.281e-25  0.000e+00   0.000e+00   0.000e+00   1.865e-25   8.862e-28   -4.058e-25  6.401e-25   -3.731e-121 1.032e-26   3.082e-25   4.721e-25   0.000e+00   -1.865e-25  -6.419e-28  1.872e-25   -1.631e-31  3.506e-31   -1.570e-30  -8.862e-28  6.419e-28   2.874e-28   
3.16228e+07  -3.068e-26  3.401e-26   -1.405e-26  -7.136e-25  0.000e+00   0.000e+00   0.000e+00   1.868e-25   8.882e-28   -4.192e-25  6.379e-25   -3.736e-121 1.032e-26   3.082e-25   4.721e-25   0.000e+00   -1.868e-25  -6.438e-28  1.875e-25   -1.603e-31  3.517e-31   -1.542e-30  -8.882e-28  6.438e-28   2.876e-28   
3.39821e+07  -3.009e-26  3.400e-26   -1.374e-26  -6.976e-25  0.000e+00   0.000e+00   0.000e+00   1.871e-25   8.904e-28   -4.339e-25  6.355e-25   -3.742e-121 1.032e-26   3.082e-25   4.721e-25   0.000e+00   -1.871e-25  -6.459e-28  1.878e-25   -1.571e-31  3.528e-31   -1.511e-30  -8.904e-28  6.459e-28   2.879e-28   
3.65174e+07  -2.946e-26  3.400e-26   -1.340e-26  -6.796e-25  0.000e+00   0.000e+00   0.000e+00   1.873e-25   8.927e-28   -4.506e-25  6.329e-25   -3.748e-121 1.032e-26   3.082e-25   4.721e-25   0.000e+00   -1.873e-25  -6.481e-28  1.880e-25   -1.537e-31  3.540e-31   -1.478e-30  -8.927e-28  6.481e-28   2.882e-28   
3.92419e+07  -2.879e-26  3.400e-26   -1.304e-26  -6.599e-25  0.000e+00   0.000e+00   0.000e+00   1.877e-25   8.951e-28   -4.688e-25  6.302e-25   -3.755e-121 1.032e-26   3.082e-25   4.721e-25   0.000e+00   -1.877e-25  -6.505e-28  1.883e-25   -1.501e-31  3.553e-31   -1.442e-30  -8.951e-28  6.505e-28   2.885e-28   
4.21697e+07  -2.810e-26  3.400e-26   -1.266e-26  -6.379e-25  0.000e+00   0.000e+00   0.000e+00   1.880e-25   8.978e-28   -4.893e-25  6.274e-25   -3.762e-121 1.032e-26   3.082e-25   4.721e-25   0.000e+00   -1.880e-25  -6.531e-28  1.887e-25   -1.462e-31  3.567e-31   -1.404e-30  -8.978e-28  6.531e-28   2.889e-28   
4.53158e+07  -2.737e-26  3.399e-26   -1.226e-26  -6.142e-25  0.000e+00   0.000e+00   0.000e+00   1.883e-25   9.006e-28   -5.116e-25  6.245e-25   -3.769e-121 1.032e-26   3.082e-25   4.720e-25   0.000e+00   -1.883e-25  -6.557e-28  1.890e-25   -1.422e-31  3.582e-31   -1.363e-30  -9.006e-28  6.557e-28   2.893e-28   
4.86968e+07  -2.663e-26  3.399e-26   -1.185e-26  -5.882e-25  0.000e+00   0.000e+00   0.000e+00   1.887e-25   9.035e-28   -5.361e-25  6.215e-25   -3.777e-121 1.032e-26   3.082e-25   4.720e-25   0.000e+00   -1.887e-25  -6.585e-28  1.894e-25   -1.380e-31  3.597e-31   -1.321e-30  -9.035e-28  6.585e-28   2.897e-28   
5.23299e+07  -2.589e-26  3.399e-26   -1.143e-26  -5.602e-25  0.000e+00   0.000e+00   0.000e+00   1.890e-25   9.065e-28   -5.626e-25  6.185e-25   -3.785e-121 1.032e-26   3.082e-25   4.720e-25   0.000e+00   -1.890e-25  -6.614e-28  1.897e-25   -1.336e-31  3.613e-31   -1.278e-30  -9.065e-28  6.614e-28   2.902e-28   
5.62341e+07  -2.514e-26  3.399e-26   -1.100e-26  -5.305e-25  0.000e+00   0.000e+00   0.000e+00   1.894e-25   9.096e-28   -5.909e-25  6.155e-25   -3.794e-121 1.032e-26   3.081e-25   4.720e-25   0.000e+00   -1.894e-25  -6.643e-28  1.901e-25   -1.293e-31  3.629e-31   -1.233e-30  -9.096e-28  6.643e-28   2.907e-28   
6.04296e+07  -2.441e-26  3.398e-26   -1.057e-26  -4.991e-25  0.000e+00   0.000e+00   0.000e+00   1.897e-25   9.127e-28   -6.208e-25  6.125e-25   -3.803e-121 1.032e-26   3.081e-25   4.720e-25   0.000e+00   -1.897e-25  -6.673e-28  1.904e-25   -1.249e-31  3.646e-31   -1.189e-30  -9.127e-28  6.673e-28   2.912e-28   
6.49382e+07  -2.370e-26  3.398e-26   -1.015e-26  -4.663e-25  0.000e+00   0.000e+00   0.000e+00   1.901e-25   9.158e-28   -6.522e-25  6.097e-25   -3.812e-121 1.032e-26   3.081e-25   4.720e-25   0.000e+00   -1.901e-25  -6.702e-28  1.908e-25   -1.206e-31  3.662e-31   -1.144e-30  -9.158e-28  6.702e-28   2.917e-28   
6.97831e+07  -2.302e-26  3.398e-26   -9.749e-27  -4.327e-25  0.000e+00   0.000e+00   0.000e+00   1.904e-25   9.188e-28   -6.845e-25  6.069e-25   -3.821e-121 1.032e-26   3.081e-25   4.719e-25   0.000e+00   -1.904e-25  -6.730e-28  1.911e-25   -1.164e-31  3.678e-31   -1.102e-30  -9.188e-28  6.730e-28   2.922e-28   
7.49894e+07  -2.238e-26  3.397e-26   -9.364e-27  -3.987e-25  0.000e+00   0.000e+00   0.000e+00   1.907e-25   9.218e-28   -7.172e-25  6.043e-25   -3.829e-121 1.032e-26   3.081e-25   4.719e-25   0.000e+00   -1.907e-25  -6.758e-28  1.914e-25   -1.123e-31  3.694e-31   -1.061e-30  -9.218e-28  6.758e-28   2.928e-28   
8.05842e+07  -2.178e-26  3.397e-26   -9.005e-27  -3.651e-25  0.000e+00   0.000e+00   0.000e+00   1.910e-25   9.246e-28   -7.497e-25  6.018e-25   -3.838e-121 1.032e-26   3.081e-25   4.719e-25   0.000e+00   -1.910e-25  -6.784e-28  1.917e-25   -1.085e-31  3.709e-31   -1.022e-30  -9.246e-28  6.784e-28   2.933e-28   
8.65964e+07  -2.124e-26  3.397e-26   -8.677e-27  -3.323e-25  0.000e+00   0.000e+00   0.000e+00   1.913e-25   9.272e-28   -7.815e-25  5.996e-25   -3.846e-121 1.032e-26   3.081e-25   4.719e-25   0.000e+00   -1.913e-25  -6.809e-28  1.920e-25   -1.050e-31  3.724e-31   -9.870e-31  -9.272e-28  6.809e-28   2.938e-28   
9.30572e+07  -2.075e-26  3.396e-26   -8.382e-27  -3.011e-25  0.000e+00   0.000e+00   0.000e+00   1.915e-25   9.296e-28   -8.117e-25  5.976e-25   -3.854e-121 1.032e-26   3.081e-25   4.719e-25   0.000e+00   -1.915e-25  -6.831e-28  1.922e-25   -1.017e-31  3.737e-31   -9.553e-31  -9.296e-28  6.831e-28   2.943e-28   
1.00000e+08  -2.031e-26  3.396e-26   -8.123e-27  -2.719e-25  0.000e+00   0.000e+00   0.000e+00   1.917e-25   9.319e-28   -8.401e-25  5.957e-25   -3.861e-121 1.032e-26   3.081e-25   4.719e-25   0.000e+00   -1.917e-25  -6.852e-28  1.925e-25   -9.880e-32  3.749e-31   -9.273e-31  -9.319e-28  6.852e-28   2.947e-28   
